Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Costa Rica,CRI,0.152351450396612,0.171856962134229,0.16258987597525,0.172219145484568,0.169615370329572,0.170712065502973,0.167558071343663,0.170105157625084,0.165644612584764,0.177476382193289,0.167504106361339,0.161856885870802,0.151637507541084,0.151891658913281,0.145130535470574,0.147910931876746,0.143835323453939,0.133551443507653,0.136171226262765,0.133422528698715,0.129911533009622,0.123580176557227,0.113049879974712
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cote d'Ivoire,CIV,0.118933928396882,0.224075073508588,0.213424475273969,0.218287568793159,0.236323192738974,0.192505556745358,0.192134753688024,0.204523228744345,0.192903794552857,0.189432839772753,0.206889230837418,0.186015136602172,0.183312768343499,0.186630206899044,0.227818145694002,0.222439771609593,0.215183044662359,0.214028132561391,0.195382168881538,0.200299662428412,0.184373590342819,0.184026785264595,0.18181826235242
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Croatia,HRV,..,0.480566793785526,0.454686186623953,0.46932561619517,0.46847957906394,0.472763065121597,0.442974794015623,0.431774890717737,0.413850912289933,0.417089254460253,0.38838356528493,0.391230902245095,0.379599741730963,0.371524722276235,0.347945072815866,0.341454533978603,0.327307079506624,0.326448366715412,0.320431136876338,0.319648183496372,0.293477167979806,0.285380525088837,0.295265994889986
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cuba,CUB,0.675301010163333,0.649129401378255,0.620641166431998,0.582645664370277,0.552674499026861,0.516460353813305,0.483257757388796,0.450907404830028,0.409427124502522,0.394496549985456,0.366161031434255,0.36406027112103,0.370458522222988,0.353646500109152,0.357042598722263,0.349660389362872,0.31975465828974,0.335233115428404,0.310304946279834,0.294301563456972,0.292583974668267,0.268275157763825,0.300141414797702
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Cyprus,CYP,0.461826650263554,0.468713641953536,0.458846076698903,0.433002147280154,0.427992167665675,0.455775236979049,0.430899482661205,0.417401070647684,0.40358578860072,0.39877980392185,0.393252294153578,0.391196593238313,0.365970197147641,0.352332699384364,0.339300915353858,0.328768870500989,0.354907462919862,0.34531448335349,0.341765802910816,0.329220495143297,0.304607585104021,0.287496526094764,0.280239417600179
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Czechia,CZE,1.27473517145844,0.925474551704982,0.98773425005924,0.955680029025279,0.909646198629599,0.901281952906325,0.862764077593153,0.796962036240888,0.75049194868007,0.721793426518184,0.670629631657074,0.670966781398332,0.660347714996023,0.632170835049969,0.614830396231846,0.589837124892498,0.560257133298913,0.538030414081833,0.534210952979261,0.51067791232681,0.490849814630115,0.453129022917973,0.435950211657512
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Denmark,DNK,0.2572984265306,0.223836650163746,0.200058580217917,0.204624469553118,0.202151364289893,0.221541146465034,0.195724300466437,0.178704835203145,0.199148224485043,0.181321483452234,0.17104975362432,0.172002241933509,0.169516691008485,0.149807499353714,0.132538293703966,0.137306884264575,0.121117865002533,0.111357445529251,0.113089789253059,0.103275418636622,0.101106086512167,0.0892852463113351,0.0842935293636898
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.265334211886028,0.178369583182068,0.184190526746544,0.152274176893381,0.147288453779134,0.14458425164795,0.141402474150918,0.139379535522701
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Dominica,DMA,0.179412551394278,0.245034164770696,0.293261961862005,0.325768551853224,0.254509969571939,0.275338444046006,0.317326251643937,0.324216040766908,0.324185496894994,0.321896564620223,0.303612850188151,0.303683323436883,0.317676224199945,0.280735143030225,0.31153564506745,0.322973311214355,0.323786392451448,0.334543387283475,0.328425779240297,0.319136264504905,0.307644182032553,0.307122717081918,0.344368104719741
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Dominican Republic,DOM,0.393402328861613,0.522263007100592,0.523583449975584,0.519584511142359,0.547009864396462,0.497152773879607,0.447343884469413,0.442120819212534,0.441317842817889,0.416059570325106,0.402232140115306,0.380571130833748,0.36956776757016,0.362378436380796,0.365740254122041,0.342396372408207,0.322302393404704,0.331491005439941,0.324008661014485,0.296443965125715,0.298446756063407,0.288676810878056,0.274728128275086
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Ecuador,ECU,0.353050349767051,0.409342545099271,0.413110184215572,0.436785052003109,0.418224870391016,0.415282664540242,0.407459732551693,0.417178879994653,0.426570989149624,0.424490027347181,0.412824121921785,0.446906991936467,0.466168962825675,0.43033964602793,0.407230452459376,0.41540844997578,0.421415745567136,0.41686112575195,0.405736766034243,0.383974609750699,0.396039601675966,0.389681081484343,0.367138772744555
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,"Egypt, Arab Rep.",EGY,0.761902474972201,0.689873188984251,0.637869415027027,0.681076735111814,0.679545390464308,0.676724714826517,0.706245518234829,0.758881425285279,0.747611208336318,0.749854237104931,0.724728794287273,0.720531194426307,0.694456148895399,0.700994790936478,0.716500492463577,0.697443991343532,0.694366497366565,0.687026601743116,0.685008633569465,0.682972698216619,0.631018115058713,0.547397506766278,0.511270306726962
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,El Salvador,SLV,0.18796243189064,0.321723321216416,0.319587828879207,0.330133449713286,0.328715183675585,0.354997804405368,0.360872796516619,0.359846696071385,0.365003141845315,0.37789824352833,0.335054647394736,0.330730876830558,0.317084336774387,0.316744996512513,0.307532617255151,0.286927060909362,0.288008519659987,0.298554840295176,0.296467181767395,0.258104430805574,0.271862547779696,0.307016184543137,0.2683776513096
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Equatorial Guinea,GNQ,0.400613818646186,1.44792731293218,0.734199090471439,0.655743935007306,0.482663912748396,0.465486588089507,0.665815469138818,0.579838078133498,0.535910909502049,0.526619657074617,0.411002067984805,0.422986419744545,0.463032174678911,0.437642712437775,0.389442400249158,0.414615093723169,0.40990964099856,0.416685093433837,0.484911910220185,0.473416305793156,0.476619039097653,0.485159833936331,0.454598674870644
CO2 emissions (kg per 2015 US$ of GDP),EN.ATM.CO2E.KD.GD,Eritrea,ERI,..,0.32964714927632,0.333426578849113,0.335504456831032,0.319242560911353,0.330766581211375,0.334848497063563,0.273698183493249,0.248140823521167,0.238621278478207,0.230080532344742,0.230624022300237,0.242613565159153,0.264488950702928,..,..,..,..,..,..,..,..,..
